IMG_3409.JPG,512944,1966924,508,147,361,0.1603463,0.160555932,0.160451116
IMG_3410.JPG,512781,1967137.5,505.5,147,358.5,0.159235869,0.159444048,0.159339959
IMG_3411.JPG,512625,1967362,501,141,360,0.159902128,0.160111178,0.160006653
IMG_3412.JPG,512484,1967596.5,500,141,359,0.159457955,0.159666425,0.15956219
IMG_3413.JPG,512356,1967836,498,141,357,0.15856961,0.158776918,0.158673264
IMG_3414.JPG,512227,1968133,495,141,354,0.157237092,0.157442659,0.157339876
IMG_3415.JPG,512138.5,1968391,492,135,357,0.15856961,0.158776918,0.158673264
IMG_3416.JPG,512054,1968655,492,135,357,0.15856961,0.158776918,0.158673264
IMG_3417.JPG,511918.5,1968893,495.5,131,364.5,0.161900905,0.162112568,0.162006736
IMG_3418.JPG,511730,1969084,501,131,370,0.164343854,0.164558711,0.164451282
IMG_3419.JPG,511499,1969214,501,131,370,0.164343854,0.164558711,0.164451282
IMG_3420.JPG,511244,1969281,499,126,373,0.165676371,0.165892971,0.165784671
IMG_3421.JPG,510978,1969296,499.5,126,373.5,0.165898458,0.166115347,0.166006903
IMG_3422.JPG,510715,1969290,501,126,375,0.166564717,0.166782477,0.166673597
IMG_3423.JPG,510456.5,1969275.5,512.5,126,386.5,0.171672701,0.17189714,0.171784921
IMG_3424.JPG,510201,1969255,520,126,394,0.175003996,0.17523279,0.175118393
IMG_3425.JPG,509942,1969236,519.5,121,398.5,0.177002772,0.177234179,0.177118476
IMG_3426.JPG,509680,1969225,514,121,393,0.174559823,0.174788036,0.17467393
IMG_3427.JPG,509417.5,1969223,512,121,391,0.173671478,0.17389853,0.173785004
IMG_3428.JPG,509155,1969232,509,118,391,0.173671478,0.17389853,0.173785004
IMG_3429.JPG,508892,1969248,502.5,114,388.5,0.172561046,0.172786647,0.172673846
IMG_3430.JPG,508572,1969272.5,491,114,377,0.167453062,0.167671984,0.167562523
IMG_3431.JPG,508304,1969283,490,114,376,0.167008889,0.167227231,0.16711806
IMG_3432.JPG,508044,1969282.5,494.5,113,381.5,0.169451838,0.169673374,0.169562606
IMG_3433.JPG,507791,1969278,492,113,379,0.168341407,0.16856149,0.168451449
IMG_3434.JPG,507531.5,1969285,480,113,367,0.163011336,0.163224451,0.163117894
IMG_3435.JPG,507264,1969305,472,113,359,0.159457955,0.159666425,0.15956219
IMG_3436.JPG,506999,1969331.5,481,107,374,0.166120544,0.166337724,0.166229134
IMG_3437.JPG,506739,1969357,483,107,376,0.167008889,0.167227231,0.16711806
IMG_3438.JPG,506478.5,1969385.5,484,107,377,0.167453062,0.167671984,0.167562523
IMG_3439.JPG,506214,1969408,479,107,372,0.165232199,0.165448218,0.165340208
IMG_3440.JPG,505944.5,1969402.5,478,102,376,0.167008889,0.167227231,0.16711806
IMG_3441.JPG,505681,1969380,480,102,378,0.167897234,0.168116737,0.168006986
IMG_3442.JPG,505424.5,1969349,481,102,379,0.168341407,0.16856149,0.168451449
IMG_3443.JPG,505168,1969315,476,102,374,0.166120544,0.166337724,0.166229134
IMG_3444.JPG,504916,1969275,471,99,372,0.165232199,0.165448218,0.165340208
IMG_3445.JPG,504604,1969230,462.5,99,363.5,0.161456732,0.161667815,0.161562273
IMG_3446.JPG,504340,1969200,464,99,365,0.162122991,0.162334945,0.162228968
IMG_3447.JPG,504084,1969176.5,468,96,372,0.165232199,0.165448218,0.165340208
IMG_3448.JPG,503834,1969147,467,96,371,0.164788026,0.165003464,0.164895745
IMG_3449.JPG,503584,1969119,475.5,101,374.5,0.16634263,0.166560101,0.166451366
IMG_3450.JPG,503336,1969098,480,101,379,0.168341407,0.16856149,0.168451449
IMG_3451.JPG,503088.5,1969084,483,99,384,0.17056227,0.170785257,0.170673763
IMG_3452.JPG,502842,1969077,485,99,386,0.171450615,0.171674763,0.171562689
IMG_3453.JPG,502597,1969076.5,484.5,99,385.5,0.171228529,0.171452387,0.171340458
IMG_3454.JPG,502348,1969084,481,99,382,0.169673925,0.16989575,0.169784837
IMG_3455.JPG,502093.5,1969091.5,490.5,95,395.5,0.175670254,0.175899919,0.175785087
IMG_3456.JPG,501838,1969102,505,90,415,0.18433162,0.184572608,0.184452114
IMG_3457.JPG,501590,1969112.5,515,90,425,0.188773345,0.189020141,0.188896743
IMG_3458.JPG,501287,1969125,514,90,424,0.188329173,0.188575388,0.18845228
IMG_3459.JPG,501030,1969130,511,88,423,0.187885,0.188130634,0.188007817
IMG_3460.JPG,500772,1969118.5,509,88,421,0.186996655,0.187241128,0.187118892
IMG_3461.JPG,500515,1969101,513,88,425,0.188773345,0.189020141,0.188896743
IMG_3462.JPG,500260,1969081.5,515.5,86,429.5,0.190772122,0.191021531,0.190896826
IMG_3463.JPG,500006,1969056,510,90,420,0.186552483,0.186796375,0.186674429
